2458000.843,13.537,0.02189
2457995.813,13.525,0.02188
2457975.004,13.499,0.02186
2458002.812,13.495,0.02186
2457969.838,13.569,0.02193
2457911.037,13.485,0.02185
2457297.728,13.541,0.02189
2457213.029,13.781,0.02258
2458023.859,13.514,0.02187
2457463.151,13.508,0.02186
2458253.026,13.503,0.02186
2457845.123,13.505,0.02186
2457484.105,13.508,0.02186
2457102.146,13.547,0.0219
2458259.044,13.504,0.02186
2457542.081,13.51,0.02186
2457527.989,13.535,0.02189
2457319.781,13.586,0.02196
2458251.999,13.506,0.02186
2457894.034,13.503,0.02186
2457690.786,13.534,0.02189
2457511.08,13.526,0.02188
2457612.975,13.49,0.02185
2457610.828,13.584,0.02196
2457490.088,13.506,0.02186
2457178.043,13.503,0.02186
2457955.857,13.499,0.02186
2457687.799,13.502,0.02186
2457327.77,13.566,0.02193
2457884.011,13.536,0.02189
2457275.727,13.529,0.02188
2457466.14,13.531,0.02188
2457942.94,13.529,0.02188
2457156.04,13.57,0.02193
2457701.733,13.51,0.02186
2457467.136,13.494,0.02185
2457249.008,13.534,0.02189
2457608.015,13.518,0.02187
2458269.96,13.485,0.02185
2457464.149,13.52,0.02187
2457245.83,13.541,0.02189
2457859.117,13.52,0.02187
2457613.778,13.537,0.02189
2457242.872,13.539,0.02189
2458342.899,13.505,0.02186
2457111.134,13.557,0.02191
2457333.764,13.522,0.02187
2457853.095,13.519,0.02187
2457303.851,13.534,0.02189
2458077.719,13.538,0.02189
2458028.829,13.491,0.02185
2457626.965,13.52,0.02187
2458208.13,13.494,0.02185
2458361.896,13.515,0.02187
2457870.081,13.51,0.02186
2457538.004,13.711,0.02229
2457848.112,13.512,0.02187
2457588,13.539,0.02189
2457201.885,13.655,0.02212
2457670.808,13.516,0.02187
2458369.932,13.513,0.02187
2457167.009,13.536,0.02189
2457296.872,13.957,0.02359
2457182.059,13.538,0.02189
2458036.77,13.528,0.02188
2457939.856,13.476,0.02185
2457658.781,13.549,0.0219
2457164.065,13.503,0.02186
2457987.988,13.532,0.02188
2457880.033,13.546,0.0219
2457656.89,13.524,0.02188
2457311.781,13.521,0.02187
2458018.77,13.519,0.02187
2457323.791,13.53,0.02188
2457307.808,13.565,0.02193
2457522.005,13.547,0.0219
2457504.109,13.551,0.02191
2457899.044,13.494,0.02185
2457277.93,13.517,0.02187
2457255.953,13.503,0.02186
2457499.064,14.05,0.02431
2457241.032,13.933,0.02343
2458347.843,13.518,0.02187
2457625.976,13.507,0.02186
2458367.933,13.557,0.02191
2457583.962,13.535,0.02189
2457264.912,13.499,0.02186
2457206.975,13.721,0.02233
2457163.025,13.562,0.02192
2457946.092,13.5,0.02186
2457915.034,13.53,0.02188
2457604.864,13.558,0.02191
2457209.964,13.579,0.02195
2457983.74,13.504,0.02186
2457608.796,13.532,0.02188
2458326.032,13.506,0.02186
2457559.098,13.492,0.02185
2458351.943,13.928,0.0234
2457602.957,13.558,0.02191
2457222.945,13.553,0.02191
2457134.057,13.787,0.02261
2457832.136,13.482,0.02185
2458309.047,13.554,0.02191
2458293.897,13.49,0.02185
2457246.748,13.71,0.02229
2458013.915,13.53,0.02188
2457877.058,13.517,0.02187
2457149.079,13.541,0.02189
2457315.813,13.502,0.02186
2457617.986,13.519,0.02187
2458257.036,13.535,0.02189
2458003.854,13.956,0.02359
2457950.038,13.492,0.02185
2457198.019,13.547,0.0219
2457133.074,13.521,0.02187
2458290.896,13.528,0.02188
2457982.916,13.534,0.02189
2457831.152,13.488,0.02185
2457637.942,13.503,0.02186
2457574.008,13.49,0.02185
2457193.967,13.513,0.02187
2457890.072,13.505,0.02186
2457270.941,13.503,0.02186
2458316.031,13.502,0.02186
2457696.772,13.515,0.02187
2457676.77,13.488,0.02185
2457227.942,13.512,0.02187
2457964.864,13.819,0.02276
2457680.817,13.509,0.02186
2457667.825,13.56,0.02192
2457595.941,13.508,0.02186
2457274.913,13.571,0.02193
2458008.858,13.564,0.02192
2457905.953,13.546,0.0219
2457630.838,13.558,0.02191
2458022.721,13.494,0.02185
2458258.026,13.491,0.02185
2457693.781,13.514,0.02187
2458372.925,13.514,0.02187
2458334.03,13.509,0.02186
2457577.989,13.544,0.0219
2457110.132,13.477,0.02185
2457650.852,13.549,0.0219
2457673.825,13.513,0.02187
2458001.905,13.486,0.02185
2458037.765,13.896,0.02319
2457722.708,13.55,0.0219
2457704.701,13.497,0.02186
2457937.866,13.497,0.02186
2457550.053,13.536,0.02189
2457233.806,13.527,0.02188
