1.122271477470160050e+01,2.454351411669999827e+06,7.322341841874443480e-01,6.976562358220704529e-02
1.122271477470160050e+01,2.454351563779999968e+06,8.411510666001250636e-01,6.593782985537956221e-02
1.122271477470160050e+01,2.454351600380000193e+06,8.644304180065216503e-01,6.928446340363551836e-02
1.122271477470160050e+01,2.452971216570000164e+06,8.715453750720076886e-01,6.842834468163525030e-02
1.122271477470160050e+01,2.452971252049999777e+06,9.018410506692681183e-01,8.092095788371439502e-02
1.122271477470160050e+01,2.453285506719999947e+06,9.129815474384198604e-01,7.845709651796148321e-02
1.122271477470160050e+01,2.453285519849999808e+06,9.240170828041415207e-01,8.078148613917347787e-02
1.122271477470160050e+01,2.453285531729999930e+06,9.355564557907971590e-01,8.002619495406143590e-02
1.122271477470160050e+01,2.453285549850000069e+06,9.410489994000600378e-01,7.850584988746607540e-02
1.122271477470160050e+01,2.453285558600000106e+06,9.463373909962775610e-01,7.863024044444570648e-02
1.122271477470160050e+01,2.454194607179999817e+06,9.526952501419454489e-01,7.824933509419981781e-02
1.122271477470160050e+01,2.452971339039999992e+06,9.574012715813712271e-01,7.706159075260149427e-02
1.122271477470160050e+01,2.453274363810000010e+06,9.647490417269710683e-01,7.371016483750023052e-02
1.122271477470160050e+01,2.452971356300000101e+06,9.668564525839563606e-01,7.120804862185285689e-02
1.122271477470160050e+01,2.453274375080000143e+06,9.674311714055402467e-01,7.059718303127641981e-02
1.122271477470160050e+01,2.454194644400000107e+06,9.704209672953889587e-01,6.923665369153174376e-02
1.122271477470160050e+01,2.453285610479999799e+06,9.713460981121471161e-01,6.803076602782337501e-02
1.122271477470160050e+01,2.453274392580000218e+06,9.713460981121471161e-01,6.460218483221023822e-02
1.122271477470160050e+01,2.452971385499999858e+06,9.715429394742288727e-01,6.270571278276848570e-02
1.122271477470160050e+01,2.452971390159999952e+06,9.714445187931879389e-01,6.176697596535046797e-02
1.122271477470160050e+01,2.453274407579999883e+06,9.715429394742288727e-01,6.033120375092481530e-02
1.122271477470160050e+01,2.453285635480000172e+06,9.718830321497986535e-01,5.903244744539565270e-02
1.122271477470160050e+01,2.452971404750000220e+06,9.740427091922331249e-01,5.805183272357109653e-02
1.122271477470160050e+01,2.453285648610000033e+06,9.754612009128217354e-01,5.598931870769677244e-02
1.122271477470160050e+01,2.453285657990000211e+06,9.765938835661344131e-01,5.533428749236621313e-02
1.122271477470160050e+01,2.453274447470000014e+06,9.780701392043786857e-01,5.309092134707053129e-02
1.122271477470160050e+01,2.452971442050000187e+06,9.804241491418779209e-01,5.169348849500728094e-02
1.122271477470160050e+01,2.454329396929999813e+06,9.812100774725159846e-01,5.011438199055038428e-02
1.122271477470160050e+01,2.454329403870000038e+06,9.829467701185226058e-01,4.971724255466569709e-02
1.122271477470160050e+01,2.454329407670000102e+06,9.828336172172269514e-01,4.774373522896735444e-02
1.122271477470160050e+01,2.454329413350000046e+06,9.830463611809315827e-01,4.682772582631376801e-02
1.122271477470160050e+01,2.453274483719999902e+06,9.829467701185226058e-01,4.601615626018906724e-02
