4.373337061519440017e-01,2.453254427029999904e+06,9.145343031204616890e-01,3.013058255847224018e-02
4.373337061519440017e-01,2.454329393769999966e+06,9.155287777513168024e-01,2.976558542683796146e-02
4.373337061519440017e-01,2.453264486610000022e+06,9.160179836429952482e-01,2.949340188983931924e-02
4.373337061519440017e-01,2.454318461199999787e+06,9.167607262951154024e-01,2.964386012783053886e-02
4.373337061519440017e-01,2.454394557769999839e+06,9.156341940331425011e-01,2.961099623347196799e-02
4.373337061519440017e-01,2.453300349289999809e+06,9.161825172234098202e-01,2.928378631682425348e-02
4.373337061519440017e-01,2.454086238400000148e+06,9.164905684024842181e-01,2.971846657211193662e-02
4.373337061519440017e-01,2.454329396290000062e+06,9.162542465256513502e-01,2.971249347548704511e-02
4.373337061519440017e-01,2.454364383520000149e+06,9.162964415930101580e-01,2.958019704147722348e-02
4.373337061519440017e-01,2.453281545640000142e+06,9.162964415930101580e-01,2.984933144272324326e-02
4.373337061519440017e-01,2.454068309460000135e+06,9.164905684024842181e-01,3.100666553250307558e-02
4.373337061519440017e-01,2.453250495860000141e+06,9.167607262951154024e-01,3.134836390557118463e-02
4.373337061519440017e-01,2.453272362989999820e+06,9.167607262951154024e-01,3.111758546733463249e-02
4.373337061519440017e-01,2.453281547509999946e+06,9.171280999013100566e-01,3.107801932708442738e-02
4.373337061519440017e-01,2.454329399449999910e+06,9.167945022527677068e-01,3.114675960794889911e-02
4.373337061519440017e-01,2.454359575819999911e+06,9.168536114619240118e-01,3.184103749401714922e-02
4.373337061519440017e-01,2.452911564319999889e+06,9.168282782104200113e-01,3.105739522964530430e-02
4.373337061519440017e-01,2.454329400710000191e+06,9.169887439161252818e-01,3.160028899127239471e-02
4.373337061519440017e-01,2.453283298870000057e+06,9.171661130805932594e-01,3.155602620948289028e-02
4.373337061519440017e-01,2.454338585560000036e+06,9.172674876276050160e-01,3.137330439837156953e-02
4.373337061519440017e-01,2.453274553110000212e+06,9.177660748619538289e-01,3.186604189182801194e-02
4.373337061519440017e-01,2.452906318570000120e+06,9.175674523263007698e-01,3.198245976484608705e-02
4.373337061519440017e-01,2.453339279579999857e+06,9.173266273319178321e-01,3.235723140399897335e-02
4.373337061519440017e-01,2.454359579609999899e+06,9.189206265829763520e-01,3.284137513590599383e-02
4.373337061519440017e-01,2.454001403739999980e+06,9.186117580468009525e-01,3.291307267896862593e-02
4.373337061519440017e-01,2.452906320489999838e+06,9.184806354988830357e-01,3.244296313710225144e-02
4.373337061519440017e-01,2.453283302620000206e+06,9.191364729210247386e-01,3.207579479198695988e-02
4.373337061519440017e-01,2.454033330430000089e+06,9.203139392855714807e-01,3.208116690016100947e-02
4.373337061519440017e-01,2.454317597779999953e+06,9.195683179247432504e-01,3.173643758104080503e-02
4.373337061519440017e-01,2.453339282699999865e+06,9.204071891836769215e-01,3.118697192691611761e-02
4.373337061519440017e-01,2.453283304490000010e+06,9.197504473607713837e-01,3.059770661063117986e-02
4.373337061519440017e-01,2.453018280640000012e+06,9.190264282068708601e-01,3.070381496648294517e-02
4.373337061519440017e-01,2.452940435630000196e+06,9.189841054758273176e-01,3.057926448726630553e-02
4.373337061519440017e-01,2.453272372369999997e+06,9.189841054758273176e-01,3.070655964983300124e-02
4.373337061519440017e-01,2.453250506089999806e+06,9.189333219405934061e-01,3.028847753804116485e-02
4.373337061519440017e-01,2.454001408489999827e+06,9.191280075561862883e-01,2.963885641872445950e-02
4.373337061519440017e-01,2.454338593129999936e+06,9.195810222890545838e-01,2.951038108285235911e-02
4.373337061519440017e-01,2.452920320379999932e+06,9.205004390817824733e-01,2.951275019426013307e-02
4.373337061519440017e-01,2.453336225060000084e+06,9.206021821724870158e-01,2.957168477050041433e-02
4.373337061519440017e-01,2.454349527679999825e+06,9.208396264528279085e-01,2.985532898151183404e-02
4.373337061519440017e-01,2.454035522410000209e+06,9.203139392855714807e-01,3.021542722740513942e-02
4.373337061519440017e-01,2.454338595019999892e+06,9.203393688507809367e-01,3.027339085385670481e-02
4.373337061519440017e-01,2.452920322300000116e+06,9.206700327673051909e-01,2.987256413959116577e-02
4.373337061519440017e-01,2.454389326630000025e+06,9.213656142465126431e-01,2.964847115619116680e-02
4.373337061519440017e-01,2.454068323989999946e+06,9.206700327673051909e-01,2.973995386280200645e-02
4.373337061519440017e-01,2.453274563730000053e+06,9.214886726284537977e-01,2.966419782395007462e-02
4.373337061519440017e-01,2.454393263720000163e+06,9.216032550815721480e-01,2.981890359825344408e-02
4.373337061519440017e-01,2.454318480119999964e+06,9.218367419059888546e-01,3.009916252914470597e-02
4.373337061519440017e-01,2.453274564979999792e+06,9.215990109612832715e-01,3.009165118920019769e-02
4.373337061519440017e-01,2.454338598180000205e+06,9.213656142465126431e-01,3.039252395197189136e-02
4.373337061519440017e-01,2.453262320350000169e+06,9.215990109612832715e-01,3.085259514358904692e-02
4.373337061519440017e-01,2.454079260050000157e+06,9.225799243907567559e-01,3.116521991842629430e-02
4.373337061519440017e-01,2.453264507850000169e+06,9.235661507140962012e-01,3.078284441322392748e-02
4.373337061519440017e-01,2.454317607880000025e+06,9.252519354496813175e-01,3.048832059334462621e-02
4.373337061519440017e-01,2.454359592219999991e+06,9.246811406821433543e-01,3.032505860416046320e-02
4.373337061519440017e-01,2.453285501089999918e+06,9.246981739382248433e-01,3.029165815513943857e-02
4.373337061519440017e-01,2.454317609139999840e+06,9.249281843252087354e-01,3.035129220827618643e-02
4.373337061519440017e-01,2.454359593489999883e+06,9.253456761871700076e-01,3.124233865885504488e-02
4.373337061519440017e-01,2.454349535250000190e+06,9.256270123932807126e-01,3.086199429748832934e-02
4.373337061519440017e-01,2.453322238779999781e+06,9.256270123932807126e-01,3.144503914207812112e-02
4.373337061519440017e-01,2.452911582880000118e+06,9.259083485993914175e-01,3.114798784505350485e-02
4.373337061519440017e-01,2.453253578300000168e+06,9.263220528083109251e-01,3.120932295895061104e-02
4.373337061519440017e-01,2.453987424759999849e+06,9.264372313166218120e-01,3.104723307037848129e-02
4.373337061519440017e-01,2.453314368559999857e+06,9.267615345501118984e-01,3.105889805668365922e-02
4.373337061519440017e-01,2.453272384870000184e+06,9.264628300769829350e-01,3.158761061143389864e-02
4.373337061519440017e-01,2.454001420659999829e+06,9.276368682716191749e-01,3.089449469373554275e-02
4.373337061519440017e-01,2.454343415969999973e+06,9.288209445241234485e-01,3.123277738006612764e-02
4.373337061519440017e-01,2.453264514099999797e+06,9.306020395115482957e-01,3.141003143147038518e-02
4.373337061519440017e-01,2.453322242529999930e+06,9.321203733714227280e-01,3.152830219748054691e-02
